NELE,lon,lat,Area_m2
2062,-82.63550223,41.84617551,847950.9
2063,-82.63384323,41.85161288,1339416.8
2064,-82.62469867,41.85275636,1289342.1
2065,-82.62116903,41.85933117,1854326
2066,-82.6113291,41.85859419,1605034.3
2067,-82.60348653,41.86229063,1890151.8
2068,-82.60440033,41.86997534,2814021.1
2069,-82.59249123,41.87372111,2919101.8
2070,-82.5924384,41.88387376,3118787.9
2071,-82.57987183,41.88831387,3123094.2
2072,-82.57839197,41.89894713,3469146.2
2073,-82.56494203,41.90278271,3385322.8
2074,-82.5623952,41.91333574,3537718.2
2075,-82.54795703,41.91523693,3419234
2076,-82.54424117,41.92505793,3781390.7
2077,-82.52877673,41.92428119,3613457.2
2078,-82.5244114,41.93194486,3055142.4
2079,-82.52961517,41.94320081,3033588.9
2080,-83.4292701,41.75923041,1229346.7
2081,-83.42372113,41.7549266,1051885.1
2082,-83.41578473,41.75619017,1097183.3
2083,-83.41086363,41.7511459,994995.9
2084,-83.40303163,41.75067611,976759.9
2085,-83.39959083,41.74499467,899210.5
2086,-83.39231283,41.74364131,1003824
2087,-83.3898702,41.73776635,988462
2088,-83.38292273,41.73627158,914868.6
2089,-83.38042247,41.7298449,1133657.1
2090,-83.37362537,41.72895209,913162.6
2091,-83.36894253,41.72437163,923710.2
2092,-83.3703279,41.71893711,1160892.1
2093,-83.36444477,41.7146724,1048782.1
2094,-83.35778303,41.71613466,878341.8
2095,-83.35405823,41.72149117,884679.1
2096,-83.34640823,41.72069862,875558.8
2097,-83.34059843,41.72399294,943172.2
2098,-83.33241623,41.72119744,1120331.1
2099,-83.33205503,41.7156932,991333.5
2100,-83.32586907,41.71174012,1029974.8
2101,-83.31799443,41.71223265,1144296.8
2102,-83.31316947,41.70694783,954462.3
2103,-83.30522903,41.70644887,1058414.3
2104,-83.30208857,41.7004669,1064323.2
2105,-83.29450637,41.69898067,1171856.5
2106,-83.2913939,41.69242729,1292484.2
2107,-83.28215223,41.69236629,1409610
2108,-83.27652317,41.68684623,1830912.5
2109,-83.26542127,41.68795963,1859845.5
2110,-83.2592106,41.68131399,1956392
2111,-83.24857733,41.68113053,2014613.5
2112,-83.24348327,41.6737279,1726795.8
2113,-83.23337893,41.67260872,1699499.4
2114,-83.23024077,41.66386046,1977272.6
2115,-83.22127017,41.66192556,1961826.6
2116,-83.2168897,41.65428016,1900110
2117,-83.20598863,41.65547415,1757078.8
2118,-83.1992316,41.64962221,2043059.3
2119,-83.18827383,41.651381,1996236.7
2120,-83.18085573,41.64498915,2044777.7
2121,-83.16992187,41.64662845,2068120.3
2122,-83.16241017,41.64019912,2090863.1
2123,-83.15137213,41.64207473,2126501.6
2124,-83.14371157,41.63588501,2101001.3
2125,-83.13252037,41.63807288,2112462.2
2126,-83.1247337,41.63220317,2055852.7
2127,-83.11344493,41.63435859,2047211
2128,-83.10565033,41.62846542,2019553.7
2129,-83.09377437,41.63012091,2193411.1
2130,-83.08647247,41.62352056,2145688.3
2131,-83.07470387,41.62368159,2244818.1
2132,-83.0674939,41.63008698,2233996
2133,-83.054455,41.62878781,1986475.5
2134,-83.0503405,41.62149625,2178174.6
2135,-83.0385128,41.61974402,2041892.3
2136,-83.03134817,41.62616387,2095995.9
2137,-83.0207445,41.62468818,2014212.1
2138,-83.01374397,41.63129348,2076054.1
2139,-83.00301117,41.62937865,1995656.9
2140,-82.99530857,41.63526709,1969052.7
2141,-82.9845347,41.63284912,1958272.5
2142,-82.97595583,41.63781218,1925326.2
2143,-82.96441083,41.63496284,1970141.2
2144,-82.95592327,41.63949591,1731780.3
2145,-82.94377343,41.63838044,1930643.6
2146,-82.93981963,41.64539338,1710503.3
2147,-82.93208233,41.64877295,1940049.6
2148,-82.92268947,41.64710417,1838899.7
2149,-82.91566477,41.65446571,1478620.9
2150,-82.90643767,41.65510001,1377884.7
2151,-82.8995854,41.66151664,1351268.1
2152,-82.9015901,41.66710385,1375001.6
2153,-82.89070167,41.66132907,1219091.1
2154,-82.88343053,41.66624398,1222623.9
2155,-82.87563687,41.66509828,987991.4
2156,-82.86760533,41.66895866,1016244
2157,-82.86745997,41.67405255,1147907
2158,-82.8606211,41.67756339,957981.4
2159,-82.85215563,41.67632231,1111540.6
2160,-82.84758487,41.68078356,896843.1
2161,-82.84075227,41.68210166,818795.6
2162,-82.8357807,41.67900012,1000681.4
2163,-82.82965913,41.68159089,705093.9
2164,-82.82926743,41.68738548,780249.7
2165,-82.8227891,41.68925184,1032552.3
2166,-82.8222462,41.69451879,777582.6
2167,-82.81671857,41.6967434,797888.5
2168,-82.8187136,41.70233074,730613.6
2169,-82.81398557,41.7052638,811791
2170,-82.80663323,41.70432161,719910.7
2171,-82.80465063,41.69929828,1140315.3
2172,-82.7979413,41.69963236,805688.3
2173,-82.79277993,41.70441858,512303.6
2174,-82.7866551,41.70278821,629215.9
2175,-82.7806911,41.70387377,647459.7
2176,-82.78121427,41.70795715,643734.2
2177,-82.77497233,41.70906505,790576.9
2178,-82.7754264,41.71332583,660116.4
2179,-82.76942407,41.71568064,724123.3
2180,-82.7625537,41.71382841,934310.3
2181,-82.75604173,41.71724413,1102346.5
2182,-82.74770933,41.71453696,1225922.1
2183,-82.73954,41.71728982,1428122.2
2184,-82.73865933,41.72355206,1491055.6
2185,-82.72949103,41.72624506,1219434.6
2186,-82.72831443,41.73268853,1251192.9
2187,-82.7202628,41.7345842,1053038.4
2188,-82.71880587,41.7401046,1048764.3
2189,-82.71145213,41.74136227,919700.6
2190,-82.70990187,41.74698002,899385.2
2191,-82.71485397,41.75129344,939699.2
2192,-82.71224063,41.75685193,917762.4
2193,-82.70535287,41.75829534,811361.1
2194,-82.70242917,41.76390422,765982.4
2195,-82.69588433,41.76551495,708990.1
2196,-82.69255493,41.77046026,644556
2197,-82.69541513,41.77421788,716944.8
2198,-82.69151483,41.77879188,646216.3
2199,-82.69413017,41.7828555,749657.4
2200,-82.6901827,41.78707062,664549.4
2201,-82.69295217,41.7914873,746899.7
2202,-82.6891069,41.79538472,667509.8
2203,-82.69193097,41.8000662,739278.4
2204,-82.68829867,41.80365719,660309.7
2205,-82.69101967,41.80839236,655723.2
2206,-82.68790297,41.81173179,544382.7
2207,-82.68883437,41.81605383,361677.1
2208,-82.6832388,41.81793427,427695.7
2209,-82.6802251,41.81560598,366210.2
2210,-82.67464497,41.81595821,427977.8
2211,-82.67287213,41.81288932,462531.4
2212,-82.66780777,41.81195723,418077.8
2213,-82.66394667,41.81502107,559162.4
2214,-82.6596684,41.81401553,449227.2
2215,-82.65514033,41.81670505,457891.8
2216,-82.65472437,41.82091092,595877.3
2217,-82.64974863,41.82285448,562011.6
2218,-82.64903963,41.82743158,574427.1
2219,-82.64401063,41.82896104,456392.6
2220,-82.6414857,41.8325114,369240.8
2221,-82.63513293,41.83157255,476101.2
2222,-82.63053107,41.83378412,703400.5
2223,-82.63317203,41.83803533,627253.7
2224,-82.62983577,41.8420275,863319.9
2225,-82.62252267,41.84135018,997561.5
2226,-82.61904457,41.84664182,1315719.9
2227,-82.61052067,41.84514124,1399679.4
2228,-82.60633483,41.85051885,1475962.4
2229,-82.59727107,41.84830945,1508267.3
2230,-82.59396753,41.85535194,1748839.8
2231,-82.58420417,41.85328769,2379460.7
2232,-82.57810397,41.85924718,2591727.9
2233,-82.5808421,41.86870749,2605533
2234,-82.56875727,41.87233972,2679770.2
2235,-82.56783983,41.88179362,3398566.1
2236,-82.55482877,41.88482943,3201466.2
2237,-82.55341083,41.89518541,3481890.6
2238,-82.53974773,41.89695818,3251758.6
2239,-82.53684077,41.90645673,3315351.5
2240,-82.5221186,41.9059769,3254323.7
2241,-82.51777043,41.9139803,3200170.7
2242,-83.4264109,41.74805471,1205292
2243,-83.42172503,41.74457939,899110.5
2244,-83.41411417,41.746407,825800.7
2245,-83.41117467,41.74164955,736905.5
2246,-83.40448333,41.74070699,943445.7
2247,-83.40270403,41.73551144,832945.6
2248,-83.3953689,41.73392415,917496.8
2249,-83.39314973,41.72848395,947971.1
2250,-83.38515077,41.7258994,977778.2
2251,-83.3841121,41.71977655,1044029.6
2252,-83.37784933,41.7163963,1061554.2
2253,-83.37904083,41.71034732,932719.8
2254,-83.37339743,41.70692297,985535.2
2255,-83.3663228,41.70870716,885298.9
2256,-83.36005867,41.70458173,1042140.3
2257,-83.35300883,41.70682456,1012015.2
2258,-83.35261123,41.71241219,772675.5
2259,-83.34586053,41.71529458,814569.5
2260,-83.33968953,41.71308472,945182.7
2261,-83.3397743,41.70817973,706765.4
2262,-83.3334027,41.70520586,813182.1
2263,-83.32713197,41.70615765,819404.4
2264,-83.32177673,41.70076037,885029.7
2265,-83.31568887,41.701058,1026229.7
2266,-83.30882537,41.6968212,1071040.1
2267,-83.30829887,41.69163034,1119411.5
2268,-83.2984496,41.68872258,1350061.2
2269,-83.2982631,41.68296444,1541159.6
2270,-83.29035083,41.678805,1440342.2
2271,-83.28039427,41.68014052,1614578
2272,-83.27338457,41.6734412,1999235
2273,-83.2633028,41.67350117,1838405.5
2274,-83.25663423,41.66544192,2118570.5
2275,-83.24744797,41.66585219,1883303.7
2276,-83.2389858,41.65920423,2023203.9
2277,-83.23915223,41.65070925,2490999
2278,-83.23002493,41.64401699,2246346.4
2279,-83.22030673,41.64614574,2295801.7
2280,-83.21206233,41.63943651,1984037.4
2281,-83.20188827,41.64171912,1880830.4
2282,-83.19360323,41.63524547,1990014.5
2283,-83.18352847,41.63675667,2046319.2
2284,-83.17534233,41.62986659,2087859
2285,-83.1651579,41.63166977,2163411.3
2286,-83.1566682,41.62495889,2198508.3
2287,-83.1462599,41.6272986,2182624.4
2288,-83.13742413,41.6211912,2151244.2
2289,-83.12708913,41.62390796,2068509.3
2290,-83.11836403,41.61827177,1945690.2
2291,-83.108214,41.62067382,1910820.5
2292,-83.09983517,41.61448302,1937260.1
2293,-83.0899696,41.61567421,1843021.4
2294,-83.08241097,41.60790711,2000516.8
2295,-83.07315143,41.60860449,2040509.3
2296,-83.06894147,41.61653255,1827844
2297,-83.057617,41.61564643,1880642.9
2298,-83.0539981,41.60776465,1944844.1
2299,-83.04334567,41.60544845,2182530.9
2300,-83.03513687,41.61157807,2171827.2
2301,-83.02422833,41.6093263,2104746.9
2302,-83.0170006,41.61601665,2095482.1
2303,-83.00699647,41.61422515,2043167.1
2304,-83.00000757,41.62098184,2040301.5
2305,-82.98982843,41.61884544,1970356.2
2306,-82.98205817,41.62482426,1967379.7
2307,-82.97176517,41.62233973,1899391.1
2308,-82.9626967,41.62751523,2033310
2309,-82.95186297,41.62520134,1821209.1
2310,-82.94142727,41.63153364,2248213.6
2311,-82.93157983,41.62941672,2107909.1
2312,-82.9218373,41.63364877,1799618.7
2313,-82.91833807,41.64110984,1829189.1
2314,-82.9078737,41.64281266,1354575.5
2315,-82.902998,41.64944119,1414234
2316,-82.894106,41.64972465,1238641
2317,-82.88866193,41.65519587,1265155.4
2318,-82.88033857,41.6546751,1108559.2
2319,-82.87458463,41.65966255,999730.5
2320,-82.86640257,41.65969592,959368.6
2321,-82.86175233,41.66553471,992700.7
2322,-82.85475817,41.66662441,1017652
2323,-82.84966943,41.67167859,932619.4
2324,-82.84171103,41.66957785,962545.1
2325,-82.8357913,41.67247348,1095973.6
2326,-82.82914987,41.67065554,834721.5
2327,-82.82284887,41.67407669,679990.4
2328,-82.82336873,41.67848543,871125.8
2329,-82.81000793,41.69465302,907348.3
2330,-82.7950355,41.69676575,545663.5
2331,-82.7877204,41.6990781,444552.4
2332,-82.78478507,41.69705393,313066.3
2333,-82.78003503,41.69582171,336778.1
2334,-82.77507027,41.69618724,620240.7
2335,-82.77439573,41.70014705,667709.5
2336,-82.76779347,41.7011742,833998.1
2337,-82.7678469,41.70600882,751823.2
2338,-82.7614306,41.70841741,924878.4
2339,-82.75466367,41.70555931,958387.9
2340,-82.74745437,41.70826311,1203064
2341,-82.7405337,41.70454777,1171923.3
2342,-82.7318023,41.70685296,1438941.3
2343,-82.73055363,41.7133212,1416821.8
2344,-82.72227463,41.71606976,1398447.4
2345,-82.7220927,41.72273135,1241336.4
2346,-82.71402357,41.72481323,1055783.6
2347,-82.71337027,41.73022262,1048911.5
2348,-82.7061766,41.73191903,914796.2
2349,-82.7057154,41.73753825,873789.6
2350,-82.69970077,41.7399618,756990.5
2351,-82.69891587,41.74572249,725199.3
2352,-82.70338023,41.74891674,786059.5
2353,-82.70144457,41.75467352,751672.3
2354,-82.69533393,41.75685965,681883.8
2355,-82.6926974,41.76209216,631731.9
2356,-82.63423837,41.8282168,416001.8
2357,-82.62899917,41.82510915,566315.1
2358,-82.6233289,41.82627758,734616.3
2359,-82.62396623,41.83159681,720264.4
2360,-82.6192941,41.83517077,963434.7
2361,-82.61259357,41.8327379,1087174.8
2362,-82.60729823,41.83741678,1314115.2
2363,-82.5997678,41.83447624,1443574.4
2364,-82.59392647,41.83999136,1593561.6
2365,-82.58512313,41.83637081,2070181.2
2366,-82.57870437,41.84262477,2218085.8
2367,-82.56777357,41.83995526,2845509.1
2368,-82.55932457,41.84780127,3025045.1
2369,-82.56415517,41.8564302,2558490.9
2370,-82.55841977,41.86474432,2799841.9
2371,-82.5458846,41.86569923,3386830.7
2372,-82.54321103,41.87633072,3325983.7
2373,-82.53060697,41.87802946,3510102.9
2374,-82.5285616,41.88830095,3076292.8
2375,-82.5146634,41.88963539,3395792.5
2376,-82.51112737,41.89781256,2448329.2
2377,-82.4989497,41.90258694,2350039.8
2378,-82.50083203,41.91291885,2541508.8
2379,-83.43720273,41.74188148,584114.5
2380,-83.4356133,41.73784669,774550.6
2381,-83.4289921,41.73622801,708494
2382,-83.4230112,41.73922901,675169.8
2383,-83.41653347,41.73785611,691199.2
2384,-83.41562763,41.7331766,826608.8
2385,-83.40848953,41.73177446,842827.5
2386,-83.4061076,41.72735984,768299.6
2387,-83.39810293,41.72565663,746382.9
2388,-83.39647613,41.72063253,778884.3
2389,-83.39048427,41.717337,812211.4
2390,-83.3920979,41.71140459,970471.5
2391,-83.38691723,41.70779516,1040875.6
2392,-83.3877929,41.70264045,836828.5
2393,-83.3811263,41.69923823,841262.8
2394,-83.37460723,41.70096854,971399.2
2395,-83.3684786,41.69772905,880330.1
2396,-83.36100467,41.69955802,895602.5
2397,-83.355952,41.69459529,966258.5
2398,-83.34909933,41.69407803,1107815.1
2399,-83.34470873,41.69930852,1102655.1
2400,-83.3463429,41.70480195,866169
2401,-83.06264553,41.59534672,2353027.6
2402,-83.06366963,41.60292353,2073853.8
2403,-83.05030237,41.59148844,2253547.8
2404,-83.04067403,41.5967492,2320505.8
2405,-83.02969327,41.59412403,2270922.7
2406,-83.02145637,41.60057157,2206637.7
2407,-83.01096147,41.59817596,2154178.9
2408,-83.0037293,41.60513927,2095402.6
2409,-82.99403617,41.60330947,2053118.2
2410,-82.9871242,41.61025891,2008608
2411,-82.97721953,41.60811905,1968151.3
2412,-82.96963077,41.614221,1935767
2413,-82.95960863,41.61201986,1829847.7
2414,-82.9509093,41.61782471,1996227.1
2415,-82.94087537,41.61590957,1728507.2
2416,-82.9319816,41.62116923,1605284.3
2417,-82.92300413,41.61822186,1643694.9
2418,-82.91485897,41.62148619,1352652.1
2419,-82.9140939,41.62866579,1534480.6
2420,-82.9053963,41.6307416,1363089.9
2421,-82.90267533,41.63742739,1417198.8
2422,-82.89376473,41.63787168,1230893.8
2423,-82.8900711,41.64354041,1286396.5
2424,-82.8817674,41.64336484,1120967.7
2425,-82.87747893,41.64902829,1156121.8
2426,-82.8699365,41.64944296,892641.3
2427,-82.86461407,41.6551231,947689.5
2428,-82.85773183,41.65373118,964132.6
2429,-82.85203237,41.65671169,946732.2
2430,-82.85064177,41.66240643,779547
2431,-82.8428339,41.66413269,847188.5
2432,-82.83936847,41.65989199,916585.2
2433,-82.83288803,41.65958923,881116.2
2434,-82.82741523,41.66250377,681395.5
2435,-82.82613137,41.66643373,741702.2
2436,-82.81844297,41.66726306,603983.4
2437,-82.8167444,41.67144555,658221.6
2438,-82.8115486,41.67261605,468385.7
2439,-82.78754227,41.69182959,813123.4
2440,-82.7809909,41.69158988,467882.3
2441,-82.77678947,41.6885363,652467.4
2442,-82.77169197,41.69151544,597267.4
2443,-82.76543207,41.69140587,1007296.8
2444,-82.7622081,41.69710489,864901.9
2445,-82.7554946,41.69908142,1118111.9
2446,-82.7500321,41.69507849,1144894.9
2447,-82.7422805,41.69784105,1246376.4
2448,-82.7370177,41.69369298,1073143.6
2449,-82.72895153,41.69530742,1170243.9
2450,-82.72548293,41.70176076,1441727.2
2451,-82.71702697,41.7018311,1333911.2
2452,-82.7127201,41.70682402,1203796.3
2453,-82.714628,41.71304852,1137754.9
2454,-82.70665177,41.71551646,991880.7
2455,-82.70622927,41.72061959,1125377.7
2456,-82.6992544,41.72276699,995444.2
2457,-82.69985503,41.72865698,850313
2458,-82.69437677,41.73156853,737122.6
2459,-82.6946837,41.73725409,703352.2
2460,-82.68994513,41.74036538,608162.5
2461,-82.68940067,41.74577534,573876.7
2462,-82.69335433,41.74842475,657648.1
2463,-82.69170807,41.7538051,614778.3
2464,-82.63027637,41.82120514,616739.9
2465,-82.6259509,41.81664212,738921
2466,-82.61934333,41.81711013,841980.5
2467,-82.61799853,41.82284161,832937.5
2468,-82.61193533,41.82572798,1014872.6
2469,-82.60616887,41.82220078,1144297.7
2470,-82.59929667,41.82627016,1368344.5
2471,-82.59291953,41.82239213,1491692.2
2472,-82.58458733,41.82697762,1855793
2473,-82.5777689,41.82162022,2010267.7
2474,-82.56777607,41.82250242,2282181.3
2475,-82.56237317,41.83021998,2845239.1
2476,-82.5499378,41.83138009,2556082.9
2477,-82.54773883,41.84298021,2617690
2478,-82.5376721,41.84714134,3662280.3
2479,-82.5357507,41.85765253,3075242.7
2480,-82.52213793,41.86052973,2960627.8
2481,-82.51966777,41.870275,2837300.4
2482,-82.50727557,41.87390472,2834935
2483,-82.50431657,41.88299331,2464536.9
2484,-82.4937439,41.8877464,1722866.6
2485,-82.49191307,41.89916263,2203494.6
2486,-82.48163427,41.90385573,2809930.5
2487,-82.47592007,41.91535781,3928706.3
2488,-82.48293043,41.92366627,3271494.3
2489,-82.49526797,41.92156144,2411661.9
2490,-82.5002522,41.93095899,2213741.7
2491,-83.4433742,41.74403104,408678.1
2492,-83.4472928,41.74251628,526531.8
2493,-83.44666393,41.73766313,570326.1
2494,-83.4411559,41.73514305,620651.8
2495,-83.44310927,41.74858689,507184.7
2496,-83.44028487,41.73012565,745554.5
2497,-83.4351774,41.72772621,619105.6
2498,-83.43068353,41.72904151,393265.4
2499,-83.42799633,41.73217882,598451.8
2500,-83.4211096,41.73050031,631259.4
2501,-83.4207547,41.72639602,579483.1
2502,-83.41529883,41.72299022,779198.3
2503,-83.40904613,41.72327272,771079.1
2504,-83.40298633,41.71908478,737315.4
2505,-83.40337113,41.71480588,748983.3
2506,-83.39847457,41.71042124,696136.3
2507,-83.40184333,41.70630341,633897.6
2508,-83.39975667,41.70193342,678214.3
2509,-83.393429,41.70020543,650507.5
2510,-83.39122747,41.69499245,711450.3
2511,-83.3837742,41.69418683,881039.2
2512,-83.3802504,41.69049505,826450.3
2513,-83.3722412,41.68943872,821574.8
2514,-83.3674146,41.69212739,923411
2515,-83.3598818,41.6898991,817732.8
2516,-83.0489102,41.58292516,2596631
2517,-83.03693497,41.57903643,2467487.7
2518,-83.02734637,41.58497469,2364170.7
2519,-83.0165063,41.58244418,2318679.7
2520,-83.0083583,41.58919794,2198005.3
2521,-82.9979353,41.58700487,2162325.3
2522,-82.99084533,41.59415313,2071754.5
2523,-82.98119287,41.59253553,2034740.8
2524,-82.97447903,41.59955194,1960009.2
2525,-82.9645494,41.5976398,1941837
2526,-82.95726777,41.60400575,1923510.6
2527,-82.94715203,41.60202774,1909534.4
2528,-82.93945897,41.60812674,1935397.1
2529,-82.9302738,41.60631483,1518097.6
2530,-82.92271273,41.61115019,1380659.9
2531,-82.91502897,41.60766069,1191829.2
2532,-82.90672483,41.61006857,1417172.9
2533,-82.90626343,41.6168225,1481591.2
2534,-82.89886633,41.61909584,1283025.3
2535,-82.89876427,41.62583533,1226658.3
2536,-82.88997923,41.62653472,1197222.3
2537,-82.88770067,41.63188527,1307512.8
2538,-82.87908953,41.6320151,1158814.4
2539,-82.8768499,41.63782592,1167884.6
2540,-82.86914817,41.63894773,1007319.2
2541,-82.86652323,41.64490126,911802.3
2542,-82.85911933,41.64717782,905056.8
2543,-82.8551722,41.64356351,958312.8
2544,-82.8485248,41.64484815,831229.5
2545,-82.84380083,41.64988423,1020777.7
2546,-82.84509487,41.65476204,887432.7
2547,-82.82147047,41.65895319,575084.5
2548,-82.81529067,41.66017944,834393.2
2549,-82.81354703,41.66455932,600150.4
2550,-82.80557323,41.66531568,667742.1
2551,-82.80527337,41.66918995,764543.6
2552,-82.79894177,41.6706886,891668.5
2553,-82.79781507,41.67595165,1064040
2554,-82.80136917,41.68031359,1113063
2555,-82.79098727,41.68729831,1077519.8
2556,-82.7861485,41.68234067,841549.8
2557,-82.77850207,41.68381848,930659.5
2558,-82.79753657,41.68681215,867357.3
2559,-82.7740639,41.67950348,1049492.3
2560,-82.76748463,41.68054544,862143.9
2561,-82.76317603,41.68651438,957243.2
2562,-82.7564579,41.68467042,1023655.7
2563,-82.7507908,41.68783888,1188237.8
2564,-82.74416933,41.68368517,1172580.4
2565,-82.73814783,41.68677673,1058070.1
2566,-82.73081693,41.68439549,1055582.1
2567,-82.72509837,41.68976585,1084100.3
2568,-82.7169104,41.68899356,1401383.2
2569,-82.7123076,41.69460554,1322855
2570,-82.70420553,41.69421226,1361610.6
2571,-82.7001435,41.70006147,1097844.2
2572,-82.7039387,41.70544773,1056194
2573,-82.7003744,41.71068974,1009570.5
2574,-82.69306963,41.71026351,1062460.2
2575,-82.6898975,41.71485565,914383.8
2576,-82.69257463,41.72027706,846086.4
2577,-82.68756127,41.72402328,738735.7
2578,-82.68876277,41.72942472,733458.9
2579,-82.68467957,41.73307105,609422
2580,-82.685555,41.73832614,535113
2581,-82.62826647,41.81284859,627433.4
2582,-82.6267592,41.80774999,611095.3
2583,-82.62282117,41.80522925,703403.4
2584,-82.6168314,41.80736502,857684.7
2585,-82.61471207,41.81298188,933531.9
2586,-82.6076008,41.81518614,1038572.7
2587,-82.60259023,41.81093814,1179579
2588,-82.59478117,41.81407471,1371573.2
2589,-82.58932687,41.80939826,1532195
2590,-82.5806468,41.81235811,1663374.4
2591,-82.5749517,41.80634255,1741553.1
2592,-82.56494937,41.80603363,1999940.9
2593,-82.56065163,41.81293155,2299113.5
2594,-82.55010547,41.81288008,2287312.8
2595,-82.54479453,41.82361122,2931403.9
2596,-82.53399097,41.8232759,2615786.8
2597,-82.52561723,41.8296809,2887303.2
2598,-82.5259519,41.84001887,3085717.6
2599,-82.51329653,41.84464177,3341951.4
2600,-82.51140397,41.85464118,2990906.3
2601,-82.49737393,41.85931626,3258638
2602,-82.4957157,41.86883438,2907837.9
2603,-82.48322933,41.87525544,3108800.7
2604,-82.48421653,41.88507856,2765492.9
2605,-82.47566593,41.8942829,2842239.6
2606,-82.46278417,41.89381064,4288001.6
2607,-82.45452157,41.90451124,4218372.2
2608,-82.46168913,41.91648531,4314577.2
2609,-82.45221597,41.9279081,5091472.1
2610,-82.4592625,41.93957792,4984492.2
2611,-82.47452517,41.9422319,3386493.3
2612,-82.48200017,41.93553101,3159279.5
2613,-82.49388057,41.93939683,2331611
2614,-82.4980671,41.94866622,2553015.5
2615,-83.44685743,41.75105296,450777.1
2616,-83.4522763,41.74947624,417890.2
2617,-83.45244673,41.74549542,585474.4
2618,-83.4567027,41.74303952,636276.7
2619,-83.45595113,41.73775273,561916.8
2620,-83.4510663,41.73535551,644123.1
2621,-83.45013717,41.72997458,650786.7
2622,-83.44486377,41.72726478,601868.1
2623,-83.44653113,41.75447373,352292.6
2624,-83.44351297,41.72190868,605042.1
2625,-83.43887963,41.71875537,491366.5
2626,-83.43480297,41.71939535,553305.9
2627,-83.43336297,41.72283197,536400.6
2628,-83.4272579,41.72212646,503420.2
2629,-83.426147,41.72549701,342926.4
2630,-83.42375547,41.71916675,451683
2631,-83.4171887,41.71913145,524755.8
2632,-83.414536,41.71487327,672286.9
2633,-83.40912843,41.71286965,666789.1
2634,-83.40793187,41.70781492,570620.3
2635,-83.41142223,41.70527174,451849.5
2636,-83.4114737,41.70065025,467224.8
2637,-83.40888667,41.69850675,394844
2638,-83.40353333,41.69902007,499153.2
2639,-83.40159987,41.69488087,470870.7
2640,-83.39562167,41.69258122,685199.2
2641,-83.03533187,41.57015749,2587048.8
2642,-83.02310543,41.56703057,2481274.9
2643,-83.01386847,41.57337907,2327486.2
2644,-83.0027871,41.57135513,2275061.5
2645,-82.99500193,41.57822715,2149927
2646,-82.98436757,41.57646538,2112147
2647,-82.97764847,41.58362551,2027560.9
2648,-82.96781123,41.58242617,1994374
2649,-82.961426,41.58942398,1897063.5
2650,-82.95061603,41.58787811,2117080.4
2651,-82.9436237,41.59411589,1920787.8
2652,-82.93177657,41.59307688,2168865.5
2653,-82.92611973,41.59917675,1591597.3
2654,-82.91660227,41.60036696,1332660.9
2655,-82.90886553,41.59814295,1357596.9
2656,-82.90159907,41.60454152,1174411.1
2657,-82.89423207,41.60485848,1356941.5
2658,-82.88729547,41.61019179,1345706.3
2659,-82.88922177,41.61579346,1416191.5
2660,-82.8837121,41.62049682,1234428.8
2661,-82.87460167,41.62039825,1478750.8
2662,-82.87225767,41.626566,1247543.4
2663,-82.8648374,41.62816659,1106523.9
2664,-82.86396753,41.63473745,997365.7
2665,-82.85739547,41.63707669,856430.8
2666,-82.85255617,41.63385599,758371.4
2667,-82.8463696,41.63525889,658297.5
2668,-82.8445615,41.63976425,832238.4
2669,-82.794623,41.66307791,368841.2
2670,-82.7930348,41.66739264,492255.7
2671,-82.78779147,41.66842097,736963.2
2672,-82.78502707,41.67325795,904255.7
2673,-82.7891437,41.67749264,869470.6
2674,-82.7775937,41.67379092,871737.4
2675,-82.77370493,41.66887665,994827.3
2676,-82.76595153,41.66947942,1072128
2677,-82.76326103,41.67543569,1007717
2678,-82.7566469,41.67746672,971022.4
2679,-82.75072417,41.67296759,1310918.5
2680,-82.7439137,41.67601758,1294128.8
2681,-82.73639537,41.67324995,1333790.1
2682,-82.7293201,41.67853642,1278100.8
2683,-82.72129753,41.67695633,1283872.4
2684,-82.7146064,41.68204318,1346584.9
2685,-82.70658087,41.67929508,1503188.2
2686,-82.69949757,41.68226642,1255053.6
2687,-82.69868577,41.68861689,1285909.7
2688,-82.69031947,41.68954388,1043241.6
2689,-82.68651717,41.6946196,1069599.6
2690,-82.69082143,41.69954194,1279646.7
2691,-82.68731187,41.70450197,1057660.8
2692,-82.67957857,41.70518642,1027335
2693,-82.67775667,41.71029417,753792.6
2694,-82.68231783,41.71420197,796734.6
2695,-82.67959327,41.71800586,512239.6
2696,-82.68215957,41.72240581,596529.7
2697,-82.67727573,41.72429992,486184.4
2698,-82.6766668,41.72774406,554221.3
2699,-82.67994207,41.73187824,514246.4
2700,-82.62479433,41.79973562,529059.7
2701,-82.62177883,41.79657812,669815.5
2702,-82.6154803,41.79755948,796684.1
2703,-82.61250603,41.80285285,865287.5
2704,-82.60537613,41.80422166,1061491.1
2705,-82.6008715,41.79936403,1192271.4
2706,-82.5926313,41.80140399,1356779.4
2707,-82.5877218,41.79616839,1513084.2
2708,-82.57872227,41.79814699,1611738.6
2709,-82.5740585,41.79203917,1539147.3
2710,-82.56530903,41.79099638,1561393.7
2711,-82.55997047,41.79679533,1976936.1
2712,-82.55050527,41.7955122,1859562.6
2713,-82.544938,41.8046992,2075188.4
2714,-82.53505527,41.80400386,2567742.6
2715,-82.52941917,41.81184945,2424436.7
